Distance (mm),T (C),P (atm),H2,O2,H2O,CH4,CO,CO2,AR,PT(S),H(S),H2O(S),OH(S),CO(S),CO2(S),CH3(S),CH2(S),CH(S),C(S),O(S)
7.446084450814447e-08,1546.3000000000002,0.9999999999999981,0.00023903459444888614,0.5765065527205252,0.00027967721316106924,0.38426313088879943,0.00024403408401431638,1.5321819790660944e-05,0.03845224867926072,0.6223745931243384,1.0235015762915776e-05,1.0181022106062505e-06,0.004069331256167876,7.284941624517584e-05,5.57776429101246e-09,2.4374140602452032e-06,8.866389257616575e-09,8.038946027579714e-11,1.8056965807542678e-06,0.37346771545009105
9.070348222676332e-08,1546.3000000000002,0.9999999999999977,0.00028151721073491146,0.5764307414990931,0.00033130704481163507,0.38419943718619026,0.0002880663566594954,1.8345771113777806e-05,0.03845058493139658,0.6224402943189188,1.0299320920642261e-05,1.0558327278264826e-06,0.004095558530095994,7.493346264725087e-05,5.7384971492504175e-09,2.44682766107634e-06,8.901507853896592e-09,8.070785999892172e-11,1.8133175291753244e-06,0.3733735836687863
1.0694611994538217e-07,1546.3000000000002,0.9999999999999972,0.00032389917155094185,0.5763545664859868,0.00038340035762378426,0.3841355629489023,0.0003321947183007454,2.1455046286619977e-05,0.038448921271348885,0.6225059305892408,1.0363021488178736e-05,1.0937975252994795e-06,0.004121554652003161,7.701954538057461e-05,5.89942291841136e-09,2.456149367367473e-06,8.936298012435554e-09,8.102328187469432e-11,1.820874043162085e-06,0.37327974645420714
1.2318875766400104e-07,1546.3000000000002,0.999999999999997,0.0003661794598482825,0.5762780305731618,0.0004359546754790107,0.38407151047007415,0.0003764173439009041,2.464972376274895e-05,0.038447257753773126,0.6225715022078612,1.0426127643085425e-05,1.1319956365136926e-06,0.004147323499128662,7.910762764104681e-05,6.0605381083282385e-09,2.46538069248304e-06,8.970765134682447e-09,8.133577487751034e-11,1.8283671759196084e-06,0.37318619968158195
1.3943139538261987e-07,1546.3000000000002,0.9999999999999964,0.00040835709204907516,0.5762011366087696,0.0004889675461354474,0.38400728200185974,0.0004207324389703848,2.7929880121888143e-05,0.03844559443209387,0.6226370094149923,1.0488649254820254e-05,1.170426096222606e-06,0.0041728688301252495,8.119767269855065e-05,6.221839247605857e-09,2.474523104146296e-06,9.00491445797358e-09,8.164538649377004e-11,1.8357979481650177e-06,0.3730929393773816
1.5567403310123874e-07,1546.3000000000002,0.9999999999999962,0.0004504311170299339,0.5761238873984698,0.0005424365405313902,0.38394287975664737,0.0004651382386988537,3.129559008182505e-05,0.0384439313585408,0.6227024524204953,1.0550595898533265e-05,1.2090879406266592e-06,0.00419819429039024,8.328964391346402e-05,6.38332288445225e-09,2.483578026484309e-06,9.0387510629045e-09,8.195216278871876e-11,1.8431673495947074e-06,0.37299996171195976
1.7191667081985757e-07,1546.3000000000002,0.9999999999999956,0.0004924006152433643,0.5760462857065616,0.000596359252188348,0.3838783059081105,0.000509633007206485,3.4746926509390275e-05,0.03844226858418028,0.6227678314057647,1.0611976867511441e-05,1.247980207561366e-06,0.004223303416878483,8.538350475308216e-05,6.54498558756963e-09,2.4925468418718657e-06,9.072279879981035e-09,8.225614846675136e-11,1.8504763402098787e-06,0.3729072629928246
1.881593085384764e-07,1546.3000000000002,0.9999999999999952,0.0005342646976287593,0.5759683342573856,0.0006507332964748886,0.38381356259250576,0.0005542150366172756,3.8283960434568104e-05,0.03844060615895329,0.6228331465256055,1.0672801186991114e-05,1.2871019366475132e-06,0.004248199643434543,8.747921880573214e-05,6.706823946733598e-09,2.5014308929813014e-06,9.105505697001252e-09,8.255738693834344e-11,1.8577258517825914e-06,0.372814839657399
2.0440194625709527e-07,1546.3000000000002,0.9999999999999948,0.0005760225047355987,0.5758900357364433,0.0007055563100182769,0.3837486519097187,0.0005988826463141781,4.190676106277906e-05,0.03843894413170718,0.622898397909326,1.0733077622921634e-05,1.3264521693014357e-06,0.004272886304179492,8.957674978335386e-05,6.868834572798863e-09,2.510231484078164e-06,9.13843316373004e-09,8.285592036243549e-11,1.8649167887869894e-06,0.3727226882685227
2.206445839757141e-07,1546.3000000000002,0.9999999999999942,0.0006176732059093185,0.5758113927914353,0.0007608259501633956,0.38368357592423114,0.0006436341822491063,4.561539578726965e-05,0.038437282550224466,0.6229635856626884,1.0792814694570535e-05,1.3660299489686581e-06,0.004297366638383453,9.167606154096926e-05,7.031014098740569e-09,2.5189498828918016e-06,9.171066798641046e-09,8.315178970756113e-11,1.872050029741216e-06,0.37263080550759775
2.36887221694333e-07,1546.3000000000002,0.999999999999994,0.0006592159984969976,0.575732408033269,0.0008165398944477773,0.38361833666606276,0.0006884680162706097,4.94099302017967e-05,0.03843562146125126,0.623028709869302,1.0852020684273546e-05,1.4058343212279453e-06,0.004321643794234467,9.377711808606686e-05,7.1933591800834585e-09,2.527587322059131e-06,9.203410994123765e-09,8.344503479905918e-11,1.8791264282444832e-06,0.37253918816940684
2.5312985941295186e-07,1546.3000000000002,0.9999999999999936,0.0007006501070348754,0.5756530840370859,0.0008726958400689603,0.38355293613173197,0.0007333825454376579,5.329042811427908e-05,0.03843396091052612,0.6230937705919679,1.0910703647691467e-05,1.4458643339101273e-06,0.004345720832796525,9.58798835891332e-05,7.35586649535737e-09,2.5361450006463094e-06,9.235470021962329e-09,8.37356943687496e-11,1.886146814064817e-06,0.3724478331567779
2.6937249713157073e-07,1546.3000000000002,0.9999999999999927,0.0007831893013885911,0.575493428458292,0.0009863246193806035,0.3834216590586527,0.0008234473995655625,6.130956081905437e-05,0.03843064160190137,0.6232237017396137,1.1026531635679536e-05,1.526597483450784e-06,0.004393286386302084,0.00010009039899760896,7.681354657733223e-09,2.5530257120046426e-06,9.298749085915621e-09,8.430940664809377e-11,1.9000227529697968e-06,0.37226589823308914
